evaluation_id,session_id,task_id,task_order,agent,strategy,scope_id,metric_name,category,status,value,unit,direction,delta_run_local,delta_trajectory_cumulative,findings
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,backend,BE-ERR-M-001-exception-unification-violation-density,ERR,pass,0.0,ratio,lower_is_better,0.0,0.0,"Weighted exception-rule violations: 0 | Service file count: 3 | Exception unification violation density: 0 | Source rules: BE-ERR-C-001-no-http-exception-in-service, BE-ERR-C-002-throw-only-app-exception, BE-ERR-C-003-no-silent-catch | Baseline report unavailable; delta_vs_baseline set to null."
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,backend,BE-CONTRACT-M-001-dto-validator-coverage,CONTRACT,pass,1.0,ratio,higher_is_better,0.0,0.0,DTO validator coverage: 41/41 (1)
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,backend,BE-TEST-M-001-test-coverage,TEST,pass,39.27,percent,higher_is_better,4.800000000000004,4.800000000000004,Backend line coverage: 39.27% | Delta vs baseline: +4.8 percentage points
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,backend,BE-MOCK-M-001-mock-per-test-case,MOCK,pass,0.0,ratio,lower_is_better,0.0,0.0,Mocks per test case: 0/65 (0)
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,backend,BE-ROUTE-M-001-route-prefix-violation-ratio,ROUTE,pass,0.0,ratio,lower_is_better,0.0,0.0,"Route prefix/path violations: 0/14 (0) | Global prefix ""api"" detected."
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,backend,BE-SIZE-M-001-cyclomatic-complexity-ratio,SIZE,pass,0.0,ratio,lower_is_better,0.0,0.0,Methods over complexity limit (10): 0/36 (0) | Average cyclomatic complexity: 1.8056
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,backend,BE-DUP-M-001-clone-ratio,DUP,pass,0.227992,ratio,lower_is_better,0.09035299999999999,0.09035299999999999,Duplicated lines: 461/2022 (0.227992) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.090353
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,frontend,FE-COM-M-001-render-decision-depth-average,COM,pass,0.54,levels,lower_is_better,0.030000000000000027,0.030000000000000027,Average maximum render-decision depth: 0.54 | Delta vs baseline: +0.03
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,frontend,FE-STATE-M-001-context-provider-ratio,STATE,pass,0.064516,ratio,lower_is_better,-0.015483999999999998,-0.015483999999999998,Context-provider ratio: 2/31 (0.064516) | Delta vs baseline: -0.015484
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,frontend,FE-ROUTE-M-001-route-param-complexity,ROUTE,pass,0.43,params,lower_is_better,0.02999999999999997,0.02999999999999997,Average route parameter count: 0.43 | Delta vs baseline: +0.03
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,frontend,FE-STYLE-M-001-style-mixing-ratio,STYLE,pass,0.048077,ratio,lower_is_better,0.0072610000000000036,0.0072610000000000036,Style mixing ratio: 5/104 (0.048077) | Delta vs baseline: +0.007261
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,frontend,FE-DATA-M-001-data-access-wrapping-ratio,DATA,pass,1.0,ratio,higher_is_better,0.0,0.0,Approved data-access wrapping ratio: 1/1 (1)
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,frontend,FE-COMM-M-001-prop-drilling-average,COMM,pass,5.81,props,lower_is_better,0.13999999999999968,0.13999999999999968,Average prop-drilling candidate fanout: 5.81 | Delta vs baseline: +0.14
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,frontend,FE-DUP-M-001-clone-ratio,DUP,pass,0.277807,ratio,lower_is_better,0.04676400000000003,0.04676400000000003,Duplicated lines: 1566/5637 (0.277807) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.046764
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,cross-stack,CROSS-EP-M-001-endpoint-resolution-miss-ratio,EP,pass,0.0,ratio,lower_is_better,0.0,0.0,Unresolved frontend call sites: 0 | Total frontend call sites: 14 | Endpoint resolution miss ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,cross-stack,CROSS-TYPE-M-001-contract-field-drift-density,TYPE,pass,0.0,ratio,lower_is_better,0.0,0.0,Weighted contract-field mismatches: 0 | Total contract positions (route-param + query + body): 34 | Contract field drift density: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_160757/T1,session_20260817_160757,T1,1,claude,structured,cross-stack,CROSS-PROP-M-001-propagation-incompleteness-ratio,PROP,pass,0.0,ratio,lower_is_better,,,Resources with an API-facing change: 1 | Missing counterpart surfaces: 0 | Total counterpart surfaces: 2 | Propagation incompleteness ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-STRUCT-M-001-module-composition-violation-ratio,STRUCT,pass,0.0,ratio,lower_is_better,0.0,0.0,Violating modules: 0/3 (0)
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-DEP-M-001-dependency-violation-density,DEP,pass,0.0,ratio,lower_is_better,0.0,0.0,MVC violations: 0 | Cyclic dependency count: 0 | Total import edges: 97 | Dependency violation density: 0
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-DOM-M-001-cross-module-deep-import-count,DOM,pass,0.0,count,lower_is_better,0.0,0.0,Cross-module deep import count: 0 | Source rule: BE-DOM-C-001-no-cross-module-deep-import
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-ERR-M-001-exception-unification-violation-density,ERR,pass,0.0,ratio,lower_is_better,0.0,0.0,"Weighted exception-rule violations: 0 | Service file count: 3 | Exception unification violation density: 0 | Source rules: BE-ERR-C-001-no-http-exception-in-service, BE-ERR-C-002-throw-only-app-exception, BE-ERR-C-003-no-silent-catch | Baseline report unavailable; delta_vs_baseline set to null."
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-CONTRACT-M-001-dto-validator-coverage,CONTRACT,pass,0.946429,ratio,higher_is_better,-0.053571000000000035,-0.053571000000000035,DTO validator coverage: 53/56 (0.946429) | Delta vs baseline: -0.053571
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-TEST-M-001-test-coverage,TEST,pass,38.44,percent,higher_is_better,-0.8300000000000054,3.969999999999999,Backend line coverage: 38.44% | Delta vs baseline: +3.97 percentage points
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-MOCK-M-001-mock-per-test-case,MOCK,pass,0.0,ratio,lower_is_better,0.0,0.0,Mocks per test case: 0/75 (0)
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-ROUTE-M-001-route-prefix-violation-ratio,ROUTE,pass,0.0,ratio,lower_is_better,0.0,0.0,"Route prefix/path violations: 0/14 (0) | Global prefix ""api"" detected."
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-SIZE-M-001-cyclomatic-complexity-ratio,SIZE,pass,0.0,ratio,lower_is_better,0.0,0.0,Methods over complexity limit (10): 0/49 (0) | Average cyclomatic complexity: 1.9184
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,backend,BE-DUP-M-001-clone-ratio,DUP,pass,0.307573,ratio,lower_is_better,0.07958099999999999,0.16993399999999997,Duplicated lines: 792/2575 (0.307573) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.169934
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,frontend,FE-COM-M-001-render-decision-depth-average,COM,pass,0.56,levels,lower_is_better,0.020000000000000018,0.050000000000000044,Average maximum render-decision depth: 0.56 | Delta vs baseline: +0.05
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,frontend,FE-STATE-M-001-context-provider-ratio,STATE,pass,0.057143,ratio,lower_is_better,-0.0073730000000000046,-0.022857000000000002,Context-provider ratio: 2/35 (0.057143) | Delta vs baseline: -0.022857
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,frontend,FE-ROUTE-M-001-route-param-complexity,ROUTE,pass,0.43,params,lower_is_better,0.0,0.02999999999999997,Average route parameter count: 0.43 | Delta vs baseline: +0.03
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,frontend,FE-STYLE-M-001-style-mixing-ratio,STYLE,pass,0.057692,ratio,lower_is_better,0.009614999999999999,0.016876000000000002,Style mixing ratio: 6/104 (0.057692) | Delta vs baseline: +0.016876
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,frontend,FE-DATA-M-001-data-access-wrapping-ratio,DATA,pass,1.0,ratio,higher_is_better,0.0,0.0,Approved data-access wrapping ratio: 1/1 (1)
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,frontend,FE-COMM-M-001-prop-drilling-average,COMM,pass,5.73,props,lower_is_better,-0.07999999999999918,0.0600000000000005,Average prop-drilling candidate fanout: 5.73 | Delta vs baseline: +0.06
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,frontend,FE-DUP-M-001-clone-ratio,DUP,pass,0.30152,ratio,lower_is_better,0.023712999999999984,0.07047700000000001,Duplicated lines: 1785/5920 (0.30152) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.070477
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,cross-stack,CROSS-EP-M-001-endpoint-resolution-miss-ratio,EP,pass,0.0,ratio,lower_is_better,0.0,0.0,Unresolved frontend call sites: 0 | Total frontend call sites: 14 | Endpoint resolution miss ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,cross-stack,CROSS-TYPE-M-001-contract-field-drift-density,TYPE,pass,0.0,ratio,lower_is_better,0.0,0.0,Weighted contract-field mismatches: 0 | Total contract positions (route-param + query + body): 36 | Contract field drift density: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_160757/T2,session_20260817_160757,T2,2,claude,structured,cross-stack,CROSS-PROP-M-001-propagation-incompleteness-ratio,PROP,pass,0.0,ratio,lower_is_better,0.0,,Resources with an API-facing change: 2 | Missing counterpart surfaces: 0 | Total counterpart surfaces: 2 | Propagation incompleteness ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-STRUCT-M-001-module-composition-violation-ratio,STRUCT,pass,0.0,ratio,lower_is_better,0.0,0.0,Violating modules: 0/3 (0)
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-DEP-M-001-dependency-violation-density,DEP,pass,0.0,ratio,lower_is_better,0.0,0.0,MVC violations: 0 | Cyclic dependency count: 0 | Total import edges: 97 | Dependency violation density: 0
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-DOM-M-001-cross-module-deep-import-count,DOM,pass,0.0,count,lower_is_better,0.0,0.0,Cross-module deep import count: 0 | Source rule: BE-DOM-C-001-no-cross-module-deep-import
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-ERR-M-001-exception-unification-violation-density,ERR,pass,0.0,ratio,lower_is_better,0.0,0.0,"Weighted exception-rule violations: 0 | Service file count: 3 | Exception unification violation density: 0 | Source rules: BE-ERR-C-001-no-http-exception-in-service, BE-ERR-C-002-throw-only-app-exception, BE-ERR-C-003-no-silent-catch | Baseline report unavailable; delta_vs_baseline set to null."
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-CONTRACT-M-001-dto-validator-coverage,CONTRACT,pass,0.947368,ratio,higher_is_better,0.0009390000000000231,-0.05263200000000001,DTO validator coverage: 54/57 (0.947368) | Delta vs baseline: -0.052632
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-TEST-M-001-test-coverage,TEST,pass,40.15,percent,higher_is_better,1.7100000000000009,5.68,Backend line coverage: 40.15% | Delta vs baseline: +5.68 percentage points
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-MOCK-M-001-mock-per-test-case,MOCK,pass,0.0,ratio,lower_is_better,0.0,0.0,Mocks per test case: 0/119 (0)
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-ROUTE-M-001-route-prefix-violation-ratio,ROUTE,pass,0.0,ratio,lower_is_better,0.0,0.0,"Route prefix/path violations: 0/15 (0) | Global prefix ""api"" detected."
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-SIZE-M-001-cyclomatic-complexity-ratio,SIZE,pass,0.0,ratio,lower_is_better,0.0,0.0,Methods over complexity limit (10): 0/53 (0) | Average cyclomatic complexity: 2.0943
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,backend,BE-DUP-M-001-clone-ratio,DUP,pass,0.296813,ratio,lower_is_better,-0.010759999999999992,0.15917399999999998,Duplicated lines: 829/2793 (0.296813) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.159174
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,frontend,FE-COM-M-001-render-decision-depth-average,COM,pass,0.56,levels,lower_is_better,0.0,0.050000000000000044,Average maximum render-decision depth: 0.56 | Delta vs baseline: +0.05
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,frontend,FE-STATE-M-001-context-provider-ratio,STATE,pass,0.054054,ratio,lower_is_better,-0.0030890000000000015,-0.025946000000000004,Context-provider ratio: 2/37 (0.054054) | Delta vs baseline: -0.025946
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,frontend,FE-ROUTE-M-001-route-param-complexity,ROUTE,pass,0.43,params,lower_is_better,0.0,0.02999999999999997,Average route parameter count: 0.43 | Delta vs baseline: +0.03
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,frontend,FE-STYLE-M-001-style-mixing-ratio,STYLE,pass,0.056604,ratio,lower_is_better,-0.0010879999999999987,0.015788000000000003,Style mixing ratio: 6/106 (0.056604) | Delta vs baseline: +0.015788
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,frontend,FE-DATA-M-001-data-access-wrapping-ratio,DATA,pass,1.0,ratio,higher_is_better,0.0,0.0,Approved data-access wrapping ratio: 1/1 (1)
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,frontend,FE-COMM-M-001-prop-drilling-average,COMM,pass,5.72,props,lower_is_better,-0.010000000000000675,0.04999999999999982,Average prop-drilling candidate fanout: 5.72 | Delta vs baseline: +0.05
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,frontend,FE-DUP-M-001-clone-ratio,DUP,pass,0.283218,ratio,lower_is_better,-0.018301999999999985,0.05217500000000003,Duplicated lines: 1718/6066 (0.283218) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.052175
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,cross-stack,CROSS-EP-M-001-endpoint-resolution-miss-ratio,EP,pass,0.0,ratio,lower_is_better,0.0,0.0,Unresolved frontend call sites: 0 | Total frontend call sites: 15 | Endpoint resolution miss ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,cross-stack,CROSS-TYPE-M-001-contract-field-drift-density,TYPE,pass,0.0,ratio,lower_is_better,0.0,0.0,Weighted contract-field mismatches: 0 | Total contract positions (route-param + query + body): 38 | Contract field drift density: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_160757/T3,session_20260817_160757,T3,3,claude,structured,cross-stack,CROSS-PROP-M-001-propagation-incompleteness-ratio,PROP,pass,0.0,ratio,lower_is_better,0.0,,Resources with an API-facing change: 1 | Missing counterpart surfaces: 0 | Total counterpart surfaces: 2 | Propagation incompleteness ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
